Northern California,New York,Kansas,Texas,Hawaii,Banner,UPC
,19.49,18.69,18.89,,Wegmans,543464804
,41.49,39.89,40.29,,Wegmans,564734116
,56.59,,54.89,,Wegmans,897021614
,58.79,56.49,57.09,,Wegmans,932644749
,16.39,15.79,15.89,,Wegmans,740153739
,14.59,13.99,14.09,,Wegmans,125829867
,2.69,2.59,2.59,,Wegmans,86858655
,15.09,14.49,14.59,,Wegmans,790024227
,47.59,45.69,46.19,,Wegmans,883647960
,18.39,17.69,17.79,,Wegmans,583382498
,20.09,19.39,19.59,,Wegmans,124052151
,0.79,,0.69,,Wegmans,902552274
,9.29,8.89,8.99,,Wegmans,768628469
,36.79,,35.69,,Wegmans,376851918
,20.59,,19.99,,Wegmans,826114350
,2.49,2.39,2.49,,Wegmans,302256456
,54.09,51.89,52.49,,Wegmans,305207870
,51.49,,49.99,,Wegmans,86262532
,4.89,,4.79,,Wegmans,649976289
,14.09,13.59,13.69,,Wegmans,136528713
,32.89,,31.89,,Wegmans,165254790
,51.29,,49.79,,Wegmans,451469731
,17.29,,16.79,,Wegmans,496444498
,60.29,,58.59,,Wegmans,715494692
,27.59,,26.69,,Wegmans,98441419
,48.69,46.79,61.39,,Wegmans,971923169
,11.09,,10.79,,Wegmans,358265858
,7.09,6.89,6.89,,Wegmans,157129774
,7.99,,7.79,,Wegmans,529559570
,8.69,,8.39,,Wegmans,27595398
,30.39,29.19,29.49,,Wegmans,300970093
,19.69,,19.19,,Wegmans,683810722
,51.69,49.69,50.19,,Wegmans,429624919
,6.49,,6.29,,Wegmans,643629043
,27.29,,26.49,,Wegmans,574404121
,36.19,,35.09,,Wegmans,920526931
,39.79,,38.69,,Wegmans,405988807
,27.59,,26.79,,Wegmans,154602616
,6.89,6.59,6.69,,Wegmans,227635624
,49.49,47.59,48.09,,Wegmans,342897052
,9.69,9.29,,,Wegmans,579355486
,41.99,,40.79,,Wegmans,508604923
,11.79,11.29,11.39,,Wegmans,996849471
,59.89,,58.19,,Wegmans,276801250
,52.19,,50.69,,Wegmans,457695472
,15.49,14.89,14.99,,Wegmans,667968672
,21.29,,20.59,,Wegmans,480476230
,0.89,,0.89,,Wegmans,604272498
,56.69,,55.09,,Wegmans,111650456
,59.39,,57.69,,Wegmans,614892418
,38.89,,37.69,,Wegmans,897422303
,29.39,,28.59,,Wegmans,535286391
,43.59,,42.29,,Wegmans,849702242
,45.89,,44.49,,Wegmans,690392986
,34.09,32.79,33.09,,Wegmans,373656227
,56.59,,54.89,,Wegmans,587031338
,39.59,,38.49,,Wegmans,842306029
,23.39,22.49,22.69,,Wegmans,700041439
,29.29,,28.39,,Wegmans,361609713
,49.89,,48.39,,Wegmans,685061388
,45.29,,,,Wegmans,830115263
,53.59,51.49,51.99,,Wegmans,81313305
,46.99,45.19,45.69,,Wegmans,223905761
,36.69,,35.59,,Wegmans,998831540
,45.19,43.39,43.79,,Wegmans,546802474
,49.39,,47.99,,Wegmans,269161785
,45.09,43.39,43.79,,Wegmans,992125856
,23.99,22.99,23.29,,Wegmans,856554674
,41.89,40.19,40.59,,Wegmans,311226396
,37.29,35.89,36.19,,Wegmans,489398729
,16.49,,15.99,,Wegmans,215480572
,39.39,,38.19,,Wegmans,872889619
,60.09,57.79,58.39,,Wegmans,768879663
,55.49,,53.79,,Wegmans,514987291
,13.69,,13.29,,Wegmans,604540867
,10.89,10.49,10.59,,Wegmans,994344572
,25.99,24.99,25.19,,Wegmans,306137567
,57.79,,56.09,,Wegmans,797375865
,57.89,,56.19,,Wegmans,38126522
,51.79,,,,Wegmans,466810890
,53.79,51.69,52.19,,Wegmans,272466316
,14.09,,13.69,,Wegmans,643610475
,5.79,,5.59,,Wegmans,163383455
,59.19,56.89,57.49,,Wegmans,269567447
,42.49,40.89,,,Wegmans,643048328
,59.09,56.79,57.29,,Wegmans,625438627
,2.29,2.19,,,Wegmans,200021055
,11.39,,11.09,,Wegmans,695599406
,35.09,,33.99,,Wegmans,73544548
,39.29,,38.19,,Wegmans,310210791
,19.49,,18.99,,Wegmans,285189163
,35.79,,34.69,,Wegmans,81927167
,19.29,18.49,18.69,,Wegmans,744486125
,9.09,,8.89,,Wegmans,821096485
,46.49,,45.09,,Wegmans,762710881
,50.49,,48.99,,Wegmans,48013704
,27.99,,27.19,,Wegmans,277014097
,27.69,,26.79,,Wegmans,654081535
,47.29,,45.99,,Wegmans,346844734
,29.59,,28.79,,Wegmans,653798822
,33.59,32.29,32.59,,Wegmans,182310151
,56.99,54.79,55.29,,Wegmans,295208432
,26.59,,,,Wegmans,882672998
,55.59,53.49,53.99,,Wegmans,629512894
,11.79,,11.39,,Wegmans,98164748
,17.99,,17.49,,Wegmans,793865483
,15.29,,14.89,,Wegmans,919110708
,42.19,,40.99,,Wegmans,975793603
,41.89,,40.59,,Wegmans,311513952
,40.59,38.99,39.39,,Wegmans,864892235
,24.79,,23.99,,Wegmans,437637358
,32.49,,,,Wegmans,476935693
,59.89,,58.09,,Wegmans,873270447
,32.69,31.39,31.79,,Wegmans,698510708
,18.59,17.89,,,Wegmans,565021540
,24.39,,23.69,,Wegmans,986041768
,32.49,31.19,31.49,,Wegmans,119616993
,56.29,,54.69,,Wegmans,582451335
,26.49,,25.69,,Wegmans,23493525
,27.19,,26.39,,Wegmans,400625108
,21.09,,20.49,,Wegmans,435304991
,15.69,,15.19,,Wegmans,907400779
,35.29,,34.29,,Wegmans,53317855
,10.89,10.39,10.49,,Wegmans,708247357
,21.49,20.69,20.89,,Wegmans,447858500
,59.69,,57.89,,Wegmans,165324638
,15.49,,15.09,,Wegmans,885481376
,8.79,,8.49,,Wegmans,226008184
,43.59,41.79,42.29,,Wegmans,865020811
,6.69,,6.49,,Wegmans,296821950
,40.29,,39.09,,Wegmans,607409332
,17.69,,17.09,,Wegmans,726593797
,17.79,,17.29,,Wegmans,850860889
,24.79,23.79,24.09,,Wegmans,912415151
,12.09,,11.69,,Wegmans,218958254
,48.49,,46.99,,Wegmans,391122766
,39.69,,38.59,,Wegmans,700660531
,51.49,,,,Wegmans,79218866
,20.39,,19.79,,Wegmans,151287985
,47.09,,45.69,,Wegmans,43366358
,41.69,,40.49,,Wegmans,583814806
,52.69,50.59,51.19,,Wegmans,627831552
,20.99,20.09,20.29,,Wegmans,641206219
,1.59,,1.59,,Wegmans,762004012
,21.99,,21.29,,Wegmans,896138462
,48.19,46.29,46.79,,Wegmans,62563085
,56.69,54.49,55.09,,Wegmans,841392681
,5.29,,5.09,,Wegmans,68034486
,3.59,3.39,3.49,,Wegmans,701377201
,13.99,,13.59,,Wegmans,762977091
,41.09,39.49,39.89,,Wegmans,508453812
,17.69,16.99,17.09,,Wegmans,144575642
,16.79,,16.29,,Wegmans,916097175
,3.09,,2.99,,Wegmans,622287285
,20.19,,19.59,,Wegmans,588225773
,49.69,47.69,48.19,,Wegmans,826777526
,51.29,49.29,49.79,,Wegmans,273984951
,18.89,,18.29,,Wegmans,441168504
,2.49,,2.39,,Wegmans,646431619
,8.99,,8.79,,Wegmans,526069074
,45.99,44.19,44.69,,Wegmans,764458897
,23.99,,,,Wegmans,612864775
,19.59,18.79,18.99,,Wegmans,745216676
,50.09,48.19,48.69,,Wegmans,22976162
,43.79,42.09,42.59,,Wegmans,189565540
,59.99,,58.19,,Wegmans,981510405
,24.79,,24.09,,Wegmans,836817411
,35.09,33.69,33.99,,Wegmans,831054514
,41.69,40.09,40.49,,Wegmans,870309366
,18.49,17.79,17.99,,Wegmans,766810433
,55.59,53.39,53.89,,Wegmans,795655973
,3.59,3.49,3.49,,Wegmans,798625113
,17.89,,17.39,,Wegmans,708930835
,20.19,,19.59,,Wegmans,94769945
,4.39,4.19,4.29,,Wegmans,310069491
,18.09,,17.59,,Wegmans,16482322
,27.19,26.19,26.39,,Wegmans,151145905
,1.89,,1.79,,Wegmans,355520088
,33.39,,32.39,,Wegmans,61566790
,25.69,,24.89,,Wegmans,256001467
,37.89,,36.79,,Wegmans,503966459
,38.99,37.49,37.89,,Wegmans,172380215
,30.09,28.89,29.19,,Wegmans,812264326
,28.89,,27.99,,Wegmans,45824749
,57.69,55.39,55.99,,Wegmans,616240709
,52.99,,51.39,,Wegmans,568256903
,11.39,,10.99,,Wegmans,643110527
,34.59,33.29,,,Wegmans,556223651
,25.49,,24.79,,Wegmans,894764703
,48.59,46.69,47.09,,Wegmans,436463728
,55.69,,54.09,,Wegmans,350639776
,30.39,,29.49,,Wegmans,812183948
,20.49,19.69,19.89,,Wegmans,312735668
,43.39,,42.09,,Wegmans,938758588
,57.49,,55.79,,Wegmans,936330605
,4.39,4.29,4.29,,Wegmans,790066655
,15.79,15.19,15.39,,Wegmans,923891080
,37.59,,36.49,,Wegmans,583297806
,17.69,,17.19,,Wegmans,234033889
,3.69,,3.59,,Wegmans,205698731
,43.79,41.99,42.49,,Wegmans,690308756
,37.49,36.09,36.39,,Wegmans,354716417
,34.79,,,,Wegmans,939282782
,28.49,,27.59,,Wegmans,644054876
,28.49,27.39,27.69,,Wegmans,832713642
,48.19,,,,Wegmans,393028851
,39.69,,38.49,,Wegmans,678530217
,34.59,,33.59,,Wegmans,637601085
,34.59,,33.59,,Wegmans,445351739
,39.69,38.19,38.49,,Wegmans,443127155
,51.69,,50.09,,Wegmans,534498710
,56.49,,54.79,,Wegmans,227818213
,28.79,,27.99,,Wegmans,472559312
,37.99,,36.89,,Wegmans,981620604
,7.89,,7.59,,Wegmans,340478827
,45.69,43.89,44.39,,Wegmans,753436797
,26.99,,26.19,,Wegmans,641131808
,19.49,18.69,18.89,,Wegmans,554043945
,43.89,42.09,42.59,,Wegmans,836742374
,7.19,6.99,6.99,,Wegmans,744228999
,1.99,1.89,1.89,,Wegmans,375780233
,15.69,,15.19,,Wegmans,702868026
,19.89,,19.29,,Wegmans,352259734
,39.59,,38.39,,Wegmans,433536637
,6.49,,6.29,,Wegmans,746596885
,49.59,,48.09,,Wegmans,145210517
,30.89,29.69,29.99,,Wegmans,165559469
,19.19,24.09,18.69,,Wegmans,927693101
,41.19,,39.99,,Wegmans,827631041
,21.09,,,,Wegmans,395515572
,4.19,,3.99,,Wegmans,822316142
,45.39,43.59,44.09,,Wegmans,813117592
,46.39,44.59,45.09,,Wegmans,275219414
,4.29,,4.19,,Wegmans,484526970
,8.99,8.59,8.69,,Wegmans,713032211
,45.29,,43.99,,Wegmans,581614281
,6.29,,6.19,,Wegmans,918833743
,31.79,,30.89,,Wegmans,57394222
,5.39,,5.19,,Wegmans,363196884
,53.19,,51.69,,Wegmans,861871758
,19.09,18.39,18.59,,Wegmans,943281894
,15.79,,15.39,,Wegmans,714264288
,22.39,,21.69,,Wegmans,646726630
,7.69,7.39,7.49,,Wegmans,672429356
,30.39,,,,Wegmans,115681900
,12.39,11.99,12.09,,Wegmans,708419030
,54.49,52.39,52.89,,Wegmans,15052612
,44.99,1.99,,,Whole Foods,827631041
,56.89,1.99,,,Whole Foods,299905463
,54.59,1.99,,,Whole Foods,888599847
,8.69,1.99,8.49,,Whole Foods,529559570
,2.19,1.99,2.19,,Whole Foods,60168857
,52.89,1.99,51.29,,Whole Foods,391122766
,61.59,1.99,,,Whole Foods,112817865
,6.09,1.99,5.89,,Whole Foods,238245641
,65.09,1.99,,,Whole Foods,838460068
,35.69,1.99,34.59,,Whole Foods,698510708
,9.49,,,,Whole Foods,226008184
,8.39,1.99,,,Whole Foods,381867389
,64.89,1.99,,,Whole Foods,584598491
,30.99,1.99,30.09,,Whole Foods,678539677
,63.29,1.99,,,Whole Foods,383815591
,32.99,1.99,31.99,,Whole Foods,500505797
,30.99,1.99,,,Whole Foods,644054876
,24.39,1.99,23.69,,Whole Foods,923314883
,6.29,1.99,6.09,,Whole Foods,163383455
,0.89,1.99,,,Whole Foods,604272498
,59.59,1.99,57.79,,Whole Foods,802480036
,2.49,1.99,,,Whole Foods,535529908
,14.49,1.99,14.09,,Whole Foods,930355523
,49.59,1.99,48.19,,Whole Foods,821504223
,28.29,1.99,27.49,,Whole Foods,306137567
,16.59,1.99,,,Whole Foods,25023603
,37.49,1.99,36.39,,Whole Foods,66025021
,47.79,1.99,,,Whole Foods,583333446
,34.09,1.99,,,Whole Foods,327660050
,33.69,1.99,,,Whole Foods,165559469
,53.49,1.99,51.89,,Whole Foods,169472387
,65.59,1.99,,,Whole Foods,768879663
,59.09,1.99,,,Whole Foods,545319478
,63.19,1.99,61.29,,Whole Foods,99830442
,63.09,,61.19,,Whole Foods,797375865
,21.29,1.99,,,Whole Foods,543464804
,28.49,1.99,,,Whole Foods,57714338
,27.39,1.99,26.59,,Whole Foods,336912254
,47.79,1.99,46.39,,Whole Foods,836742374
,40.19,1.99,38.99,,Whole Foods,90756884
,36.99,1.99,35.89,,Whole Foods,743414051
,43.59,1.99,,,Whole Foods,758967619
,5.79,1.99,5.59,,Whole Foods,861024387
,53.99,1.99,,,Whole Foods,342897052
,56.89,1.99,55.29,,Whole Foods,438682627
,36.69,1.99,,,Whole Foods,244294577
,23.39,1.99,22.79,,Whole Foods,447858500
,55.69,,53.99,,Whole Foods,200253393
,28.39,1.99,,,Whole Foods,507203618
,44.29,1.99,42.99,,Whole Foods,312588009
,31.19,1.99,30.29,,Whole Foods,843645850
,29.19,1.99,28.29,,Whole Foods,929458444
,35.59,1.99,34.59,,Whole Foods,107865183
,19.49,1.99,18.89,,Whole Foods,708930835
,55.09,1.99,,,Whole Foods,637471150
,22.09,1.99,,,Whole Foods,94769945
,10.29,1.99,,,Whole Foods,265077864
,17.79,1.99,17.29,,Whole Foods,303796970
,50.39,1.99,48.89,,Whole Foods,688174297
,50.09,1.99,48.69,,Whole Foods,963229417
,16.39,1.99,15.89,,Whole Foods,790024227
,50.29,1.99,48.79,,Whole Foods,325836526
,33.29,1.99,32.29,,Whole Foods,228431403
,17.89,1.99,,,Whole Foods,740153739
,56.79,1.99,55.09,,Whole Foods,441947799
,14.09,1.99,13.69,,Whole Foods,952635660
,65.59,,,,Whole Foods,676268953
,14.19,1.99,13.79,,Whole Foods,387815880
,32.59,1.99,31.59,,Whole Foods,364526351
,7.79,1.99,,,Whole Foods,157129774
,27.39,1.99,,,Whole Foods,311693284
,9.89,1.99,,,Whole Foods,222180587
,15.59,1.99,15.19,,Whole Foods,926444424
,14.89,1.99,14.49,,Whole Foods,437172755
,48.49,1.99,47.09,,Whole Foods,173173585
,16.49,1.99,16.09,,Whole Foods,763083923
,49.89,1.99,,,Whole Foods,753436797
,48.89,1.99,47.49,,Whole Foods,544719559
,31.29,1.99,,,Whole Foods,727229928
,58.09,1.99,56.39,,Whole Foods,367626432
,60.59,1.99,58.79,,Whole Foods,795655973
,36.89,1.99,,,Whole Foods,959211839
,34.39,1.99,33.39,,Whole Foods,783399454
,43.19,1.99,41.89,,Whole Foods,842306029
,30.49,1.99,29.59,,Whole Foods,277014097
,40.39,1.99,39.19,,Whole Foods,645118810
,53.89,1.99,,,Whole Foods,269161785
,64.79,1.99,62.89,,Whole Foods,492209870
,56.19,,,,Whole Foods,845893087
,44.49,1.99,43.19,,Whole Foods,365185443
,10.69,1.99,10.39,,Whole Foods,628622442
,34.69,1.99,33.69,,Whole Foods,325885139
,38.29,1.99,,,Whole Foods,992105314
,39.49,1.99,,,Whole Foods,920526931
,60.69,1.99,,,Whole Foods,966807089
,7.69,1.99,,,Whole Foods,838729004
,21.29,1.99,20.69,,Whole Foods,115104280
,2.09,1.99,,,Whole Foods,606513778
,3.89,,3.79,,Whole Foods,798625113
,55.99,1.99,54.39,,Whole Foods,224558960
,18.29,1.99,17.79,,Whole Foods,916097175
,45.19,1.99,,,Whole Foods,963136610
,22.09,1.99,21.49,,Whole Foods,557031026
,53.49,1.99,,,Whole Foods,287415946
,54.39,1.99,52.79,,Whole Foods,685061388
,6.49,1.99,6.29,,Whole Foods,19696884
,36.09,1.99,,,Whole Foods,240924482
,40.79,1.99,39.59,,Whole Foods,596626474
,42.09,1.99,40.89,,Whole Foods,757501813
,15.39,1.99,,,Whole Foods,136528713
,42.49,1.99,,,Whole Foods,383193164
,27.79,1.99,,,Whole Foods,966125119
,49.99,,,,Whole Foods,323385020
,7.09,1.99,,,Whole Foods,277132090
,52.59,1.99,51.09,,Whole Foods,723934665
,33.79,1.99,32.79,,Whole Foods,696954302
,22.39,1.99,21.79,,Whole Foods,929338551
,14.89,1.99,14.49,,Whole Foods,604540867
,21.29,1.99,20.69,,Whole Foods,745216676
,62.49,1.99,,,Whole Foods,436491453
,40.29,1.99,39.09,,Whole Foods,392781848
,10.69,1.99,10.39,,Whole Foods,564014969
,32.89,1.99,,,Whole Foods,332493471
,49.79,1.99,48.29,,Whole Foods,525996730
,26.99,1.99,,,Whole Foods,99583114
,1.49,1.99,,,Whole Foods,509116779
,42.49,1.99,,,Whole Foods,243785066
,29.69,,,,Whole Foods,574404121
,60.09,1.99,58.39,,Whole Foods,506732002
,11.89,,11.59,,Whole Foods,994344572
,61.99,1.99,,,Whole Foods,461128883
,4.79,1.99,,,Whole Foods,864128161
,22.99,1.99,,,Whole Foods,395515572
,38.89,1.99,37.79,,Whole Foods,109076038
,34.79,1.99,33.69,,Whole Foods,526212256
,32.99,1.99,31.99,,Whole Foods,942541787
,17.89,1.99,,,Whole Foods,635609352
,8.89,,,,Whole Foods,296847415
,20.59,1.99,19.99,,Whole Foods,441168504
,27.99,,,,Whole Foods,256001467
,41.39,1.99,40.19,,Whole Foods,981620604
,56.59,1.99,54.99,,Whole Foods,534500231
,33.49,1.99,32.59,,Whole Foods,19911643
,11.39,1.99,,,Whole Foods,736014357
,42.69,1.99,,,Whole Foods,38399923
,59.19,1.99,,,Whole Foods,955026913
,62.39,,60.59,,Whole Foods,236677062
,24.79,1.99,,,Whole Foods,812817987
,57.39,1.99,55.69,,Whole Foods,917100992
,20.49,1.99,19.89,,Whole Foods,928259579
,4.79,1.99,4.59,,Whole Foods,310069491
,44.49,1.99,,,Whole Foods,321130189
,31.69,,30.79,,Whole Foods,204071291
,27.99,1.99,,,Whole Foods,87093736
,57.09,1.99,55.49,,Whole Foods,531867954
,43.09,1.99,41.89,,Whole Foods,292740862
,40.69,1.99,,,Whole Foods,106599165
,8.29,1.99,,,Whole Foods,477638150
,45.29,1.99,43.99,,Whole Foods,74029795
,64.39,1.99,62.49,,Whole Foods,437067209
,3.29,1.99,3.19,,Whole Foods,699701113
,64.39,1.99,62.49,,Whole Foods,421428384
,9.89,1.99,9.59,,Whole Foods,987897892
,9.89,1.99,9.69,,Whole Foods,821096485
,38.49,1.99,37.39,,Whole Foods,53317855
,30.19,1.99,,,Whole Foods,40555797
,41.29,1.99,40.09,,Whole Foods,221349675
,3.99,1.99,,,Whole Foods,165526080
,62.19,1.99,,,Whole Foods,27866264
,45.19,1.99,,,Whole Foods,555275616
,44.79,1.99,,,Whole Foods,205812283
,53.09,1.99,51.49,,Whole Foods,886105169
,17.89,1.99,17.39,,Whole Foods,421938798
,48.89,1.99,,,Whole Foods,981197816
,9.69,1.99,,,Whole Foods,127887048
,3.39,1.99,3.29,,Whole Foods,622287285
,22.29,1.99,21.59,,Whole Foods,912873332
,5.49,1.99,,,Whole Foods,551067349
,45.99,1.99,,,Whole Foods,700311165
,25.09,1.99,,,Whole Foods,61278034
,5.69,1.99,5.49,,Whole Foods,11873171
,22.29,1.99,,,Whole Foods,680584021
,14.99,1.99,,,Whole Foods,243934119
,13.59,1.99,13.19,,Whole Foods,503736553
,46.69,1.99,,,Whole Foods,783899410
,37.99,,36.89,,Whole Foods,939282782
,41.39,1.99,,,Whole Foods,503966459
,17.19,1.99,16.69,,Whole Foods,714264288
,51.79,1.99,,,Whole Foods,475245085
,16.39,1.99,15.99,,Whole Foods,650943158
,58.49,1.99,56.69,,Whole Foods,81313305
,29.69,1.99,,,Whole Foods,714768657
,45.29,1.99,43.99,,Whole Foods,564734116
,16.79,1.99,16.29,,Whole Foods,306887951
,30.09,1.99,29.19,,Whole Foods,154602616
,27.79,1.99,,,Whole Foods,894764703
,61.79,1.99,59.99,,Whole Foods,41066545
,33.59,1.99,,,Whole Foods,644874729
,5.69,1.99,5.49,,Whole Foods,846637828
,20.09,1.99,,,Whole Foods,848007798
,19.39,1.99,,,Whole Foods,363663062
,45.79,1.99,,,Whole Foods,508604923
,9.09,1.99,8.89,,Whole Foods,371889838
,42.29,1.99,41.09,,Whole Foods,676939567
,25.49,1.99,,,Whole Foods,700041439
,27.09,1.99,26.29,,Whole Foods,912415151
,53.79,1.99,,,Whole Foods,538783344
,40.29,1.99,39.09,,Whole Foods,554753210
,22.89,1.99,22.19,,Whole Foods,617543188
,9.29,1.99,,,Whole Foods,93696286
,12.19,1.99,11.79,,Whole Foods,849299370
,36.29,1.99,35.29,,Whole Foods,965083187
,44.19,,,,Whole Foods,641701426
,40.89,1.99,,,Whole Foods,354716417
,40.09,1.99,38.89,,Whole Foods,376851918
,63.19,,61.29,,Whole Foods,495847520
,58.09,1.99,56.39,,Whole Foods,861871758
,55.89,1.99,,,Whole Foods,451469731
,50.19,1.99,48.69,,Whole Foods,146021511
,12.79,1.99,,,Whole Foods,95862680
,20.89,,,,Whole Foods,213048650
,22.39,1.99,21.69,,Whole Foods,312735668
,41.19,1.99,,,Whole Foods,794251522
,24.69,1.99,,,Whole Foods,728311671
,12.79,1.99,,,Whole Foods,996849471
,40.99,1.99,39.79,,Whole Foods,583297806
,61.79,1.99,,,Whole Foods,987411986
,12.09,1.99,11.69,,Whole Foods,62068892
,8.99,1.99,8.69,,Whole Foods,196407931
,14.99,1.99,,,Whole Foods,929137671
,41.79,1.99,,,Whole Foods,904041295
,7.09,1.99,6.89,,Whole Foods,514805290
,47.29,1.99,45.99,,Whole Foods,938758588
,40.99,1.99,39.79,,Whole Foods,451026029
,42.59,1.99,,,Whole Foods,172380215
,38.69,1.99,,,Whole Foods,266425823
,54.29,1.99,,,Whole Foods,388544851
,28.29,1.99,27.39,,Whole Foods,186497742
,19.09,1.99,18.49,,Whole Foods,25313327
,47.69,1.99,,,Whole Foods,690308756
,32.19,1.99,,,Whole Foods,197321036
,31.99,1.99,,,Whole Foods,704505214
,59.79,1.99,57.99,,Whole Foods,284293391
,28.09,1.99,,,Whole Foods,265291556
,27.09,,26.29,,Whole Foods,859607186
,45.69,1.99,,,Whole Foods,311226396
,22.59,1.99,21.99,,Whole Foods,220433295
,26.99,1.99,26.19,,Whole Foods,360754991
,21.99,1.99,,,Whole Foods,124052151
,60.19,1.99,58.49,,Whole Foods,319176479
,22.09,1.99,,,Whole Foods,698832542
,46.39,1.99,44.99,,Whole Foods,643048328
,42.09,1.99,,,Whole Foods,237280009
,2.09,1.99,,,Whole Foods,526328901
,62.29,,60.49,,Whole Foods,884354350
,15.29,1.99,,,Whole Foods,643610475
,54.09,1.99,52.49,,Whole Foods,145210517
,62.19,1.99,,,Whole Foods,445250129
,5.99,1.99,5.79,,Whole Foods,22132676
,51.49,1.99,49.99,,Whole Foods,557394018
,64.39,1.99,,,Whole Foods,625438627
,21.69,1.99,21.09,,Whole Foods,959054260
,45.49,1.99,44.19,,Whole Foods,54548062
,24.69,1.99,,,Whole Foods,612017146
,13.59,1.99,13.19,,Whole Foods,708419030
,19.29,1.99,18.69,,Whole Foods,234033889
,33.09,1.99,,,Whole Foods,812183948
,23.19,1.99,22.49,,Whole Foods,480476230
,50.39,1.99,,,Whole Foods,201346142
,8.29,1.99,8.09,,Whole Foods,832037986
,8.59,1.99,,,Whole Foods,340478827
,63.19,1.99,,,Whole Foods,38126522
,59.49,1.99,,,Whole Foods,731963540
,59.39,1.99,,,Whole Foods,214212433
,37.69,1.99,36.59,,Whole Foods,122484761
,44.79,1.99,,,Whole Foods,508453812
,3.99,1.99,3.89,,Whole Foods,205698731
,36.79,1.99,35.69,,Whole Foods,238441424
,22.89,1.99,,,Whole Foods,888713764
,13.69,1.99,,,Whole Foods,523773926
,29.99,1.99,29.09,,Whole Foods,808976577
,49.49,,,,Whole Foods,606279907
,44.29,1.99,,,Whole Foods,475672709
,26.89,1.99,26.09,,Whole Foods,374144563
,44.59,1.99,43.29,,Whole Foods,152181269
,49.19,1.99,,,Whole Foods,992125856
,57.99,1.99,56.29,,Whole Foods,124091247
,5.09,1.99,,,Whole Foods,266112120
,8.59,1.99,,,Whole Foods,748626363
,30.09,1.99,,,Whole Foods,98441419
,44.79,1.99,,,Whole Foods,947534594
,12.39,1.99,11.99,,Whole Foods,259287413
,38.19,1.99,,,Whole Foods,73544548
,19.39,1.99,18.79,,Whole Foods,157966725
,42.79,1.99,41.49,,Whole Foods,95658838
,3.49,1.99,3.39,,Whole Foods,69037528
,62.29,1.99,,,Whole Foods,193736714
,31.39,1.99,,,Whole Foods,810777505
,56.29,1.99,,,Whole Foods,534498710
,34.19,1.99,33.19,,Whole Foods,541553073
,34.89,1.99,,,Whole Foods,652377244
,2.69,,,,Whole Foods,377295085
,16.19,1.99,15.69,,Whole Foods,789986401
,29.69,1.99,,,Whole Foods,151145905
,8.99,1.99,,,Whole Foods,850719150
,20.59,1.99,19.99,,Whole Foods,594511101
,12.39,1.99,,,Whole Foods,643110527
,0.79,,,,Whole Foods,902552274
,46.79,1.99,45.39,,Whole Foods,193724353
,14.39,1.99,,,Whole Foods,77045464
,17.19,1.99,,,Whole Foods,110354720
,14.89,1.99,,,Whole Foods,278001228
,38.49,1.99,,,Whole Foods,189054973
,12.69,1.99,12.39,,Whole Foods,373413450
,21.59,1.99,20.99,,Whole Foods,677674656
,21.39,1.99,20.79,,Whole Foods,585091176
,12.09,1.99,,,Whole Foods,286906735
,4.19,,4.09,,Whole Foods,75242878
,39.99,1.99,38.79,,Whole Foods,998831540
,15.99,1.99,15.59,,Whole Foods,51294147
,54.19,1.99,52.59,,Whole Foods,826777526
,17.89,1.99,17.39,,Whole Foods,896974529
,22.09,1.99,21.49,,Whole Foods,127821311
,36.99,1.99,,,Whole Foods,333664376
,40.49,1.99,39.29,,Whole Foods,161725486
,44.59,1.99,,,Whole Foods,414105716
,63.09,1.99,61.19,,Whole Foods,121620235
,35.39,1.99,34.39,,Whole Foods,119616993
,54.09,1.99,,,Whole Foods,374824958
,22.29,1.99,,,Whole Foods,151287985
,53.69,1.99,,,Whole Foods,565229692
,41.99,1.99,,,Whole Foods,44276570
,2.09,1.99,2.09,,Whole Foods,888354959
,11.79,1.99,,,Whole Foods,708247357
,22.39,1.99,,,Whole Foods,826114350
,14.59,1.99,14.19,,Whole Foods,142231691
,32.39,1.99,,,Whole Foods,716383928
,52.49,1.99,50.99,,Whole Foods,393028851
,44.79,1.99,43.49,,Whole Foods,339765937
,59.89,1.99,,,Whole Foods,26959766
,61.59,1.99,59.79,,Whole Foods,65837987
,17.79,1.99,17.29,,Whole Foods,418444428
,56.09,1.99,54.49,,Whole Foods,932170886
,33.49,1.99,,,Whole Foods,502816606
,10.69,1.99,10.39,,Whole Foods,673299284
,36.49,1.99,,,Whole Foods,454788216
,19.69,1.99,,,Whole Foods,16482322
,26.69,1.99,,,Whole Foods,627416688
,33.49,1.99,,,Whole Foods,839680734
,43.09,,41.79,,Whole Foods,314205929
,15.19,1.99,14.69,,Whole Foods,251180255
,57.29,1.99,,,Whole Foods,270412866
,44.89,1.99,43.59,,Whole Foods,541944658
,46.39,1.99,45.09,,Whole Foods,804094528
,62.69,1.99,,,Whole Foods,945973686
,59.49,1.99,57.79,,Whole Foods,15052612
,61.89,1.99,60.09,,Whole Foods,591915659
,3.79,1.99,,,Whole Foods,353556196
,65.09,1.99,63.19,,Whole Foods,165324638
,50.89,1.99,,,Whole Foods,791901779
,61.69,1.99,,,Whole Foods,144644625
,3.69,1.99,3.59,,Whole Foods,744789087
,65.59,1.99,63.69,,Whole Foods,220677427
,0.99,1.99,0.99,,Whole Foods,499640947
